,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,16.666668,18.032785,23.333334,27.500000,28.333334,30.434782,23.076923,30.769232,28.571430,25.641027,27.419355,14.285715,15.555556,20.000000,21.428572,40.909092,51.219513,52.631580
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,9.523809,8.196721,11.666667,7.500000,5.000000,10.869565,20.512821,15.384616,9.523809,5.128205,11.290322,10.714286,5.185185,8.000000,11.904762,4.545455,9.756097,5.263158
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,5.952381,6.557377,0,2.500000,3.333333,0,0,0,0,0,0,1.785714,1.481481,0,0,0,2.439024,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,4.761905,3.278688,3.333333,1.250000,3.333333,0,5.128205,3.846154,0,6.410257,4.838709,8.928572,6.666667,2.000000,0,9.090909,2.439024,5.263158
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,3.571429,9.836065,6.666667,7.500000,5.000000,10.869565,0,3.846154,0,5.128205,6.451612,7.142858,1.481481,8.000000,7.142858,13.636364,4.878048,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,1.190476,1.639344,3.333333,1.250000,3.333333,2.173913,7.692308,15.384616,7.142858,3.846154,1.612903,1.785714,2.962963,2.000000,2.380952,18.181818,2.439024,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,1.190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;NA;NA;,1.190476,0,1.666667,0,0,2.173913,0,0,0,2.564103,0,0,0,2.000000,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,11.904762,3.278688,15.000001,13.750000,15.000001,10.869565,10.256411,3.846154,11.904762,12.820514,11.290322,8.928572,8.888889,14.000000,14.285715,0.000000,7.317073,5.263158
unclassified,44.047618,44.262296,26.666668,34.999999,31.666666,30.434781,30.769232,23.076923,38.095239,37.179488,30.645162,41.071430,54.074073,41.999999,33.333334,9.090909,14.634146,26.315790
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,0,3.278688,3.333333,0,0,0,0,0,0,1.282051,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;,0,1.639344,1.666667,1.250000,1.666667,0,0,0,0,0,4.838709,0,0.740741,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,0,0,1.666667,2.500000,1.666667,2.173913,2.564103,0,2.380952,0,1.612903,1.785714,0.740741,0,4.761905,4.545455,4.878048,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;NA;,0,0,1.666667,0,0,0,0,3.846154,2.380952,0,0,0,0.740741,2.000000,2.380952,0,0,5.263158
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;,0,0,0,0,1.666667,0,0,0,0,0,0,1.785714,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,1.785714,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,1.481481,0,0,0,0,0
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.380952,0,0,0
